country,year,score,property_right,government_integrity,judicial_effectiveness,tax_burden,government_spending,fiscal_health,business_freedom,labor_freedom,monetary_freedom,trade_freedom,investment_freedom,financial_freedom,africa,asia,europe,north_america,oceania,south_america
Venezuela,2019,25.9,7.6,7.9,13.1,74.7,58.1,17.6,33.9,28.0,0.0,60.0,0.0,10.0,0,0,0,0,0,1
Argentina,2018,52.3,40.8,32.6,44.5,65.7,55.6,52.6,56.2,43.3,51.3,70.3,55.0,60.0,0,0,0,0,0,1
Barbados,2018,57.0,51.4,53.8,54.4,74.0,39.3,0.0,70.5,63.2,85.0,62.2,70.0,60.0,0,0,0,1,0,0
Belize,2018,57.1,42.1,34.7,53.5,80.0,65.5,50.0,62.9,48.7,78.3,64.9,55.0,50.0,0,0,0,1,0,0
Bolivia,2018,44.1,19.0,23.1,11.4,85.7,46.5,46.8,59.2,49.2,67.5,75.5,5.0,40.0,0,0,0,0,0,1
Brazil,2018,51.4,55.8,31.4,55.5,70.6,50.7,7.7,58.6,46.8,71.4,68.5,50.0,50.0,0,0,0,0,0,1
Canada,2018,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0,0,0,0,1,0,0
Chile,2018,75.2,67.9,61.2,63.4,78.0,81.3,91.7,72.4,60.4,82.4,88.7,85.0,70.0,0,0,0,0,0,1
Colombia,2018,68.9,60.7,33.4,36.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80.0,70.0,0,0,0,0,0,1
Costa Rica,2018,65.6,54.8,51.8,57.8,79.3,88.9,46.8,68.3,50.3,85.0,84.7,70.0,50.0,0,0,0,1,0,0
Cuba,2018,31.9,29.7,38.1,10.0,49.0,0.0,64.4,20.0,20.0,66.4,64.7,10.0,10.0,0,0,0,1,0,0
Dominica,2018,64.5,48.6,49.9,69.2,72.9,64.8,85.2,71.7,57.7,86.6,62.6,75.0,30.0,0,0,0,1,0,0
Dominican Republic,2018,61.6,51.7,26.2,23.1,84.6,90.6,90.5,53.2,54.3,77.1,72.4,75.0,40.0,0,0,0,1,0,0
Ecuador,2018,48.5,36.7,30.2,23.3,79.4,52.5,47.0,55.6,43.7,70.1,68.8,35.0,40.0,0,0,0,0,0,1
El Salvador,2018,63.2,37.3,25.2,35.4,78.9,86.3,78.5,58.2,52.9,79.8,86.4,80.0,60.0,0,0,0,1,0,0
Guatemala,2018,63.4,40.4,27.3,33.1,79.2,95.3,95.3,57.3,48.3,77.6,87.2,70.0,50.0,0,0,0,1,0,0
Guyana,2018,58.7,42.1,34.8,42.5,68.4,70.8,73.8,60.3,70.5,79.3,71.5,60.0,30.0,0,0,0,0,0,1
Haiti,2018,55.8,25.1,24.6,42.5,80.1,85.6,83.6,48.3,64.1,68.9,71.9,45.0,30.0,0,0,0,1,0,0
Honduras,2018,60.6,44.3,28.2,34.5,82.8,76.6,87.4,58.5,31.9,73.8,84.4,65.0,60.0,0,0,0,1,0,0
Jamaica,2018,69.1,60.9,39.4,56.6,80.0,77.2,79.5,78.7,74.5,82.0,70.8,80.0,50.0,0,0,0,1,0,0
Mexico,2018,64.8,58.6,26.9,39.0,75.7,78.1,69.8,67.5,59.8,79.2,88.0,75.0,60.0,0,0,0,1,0,0
Nicaragua,2018,58.9,29.8,24.2,19.0,77.2,80.0,94.8,60.2,57.3,73.0,81.0,60.0,50.0,0,0,0,1,0,0
Panama,2018,67.0,60.9,38.8,29.4,85.0,84.1,86.1,74.4,43.5,79.5,77.8,75.0,70.0,0,0,0,1,0,0
Paraguay,2018,62.1,38.3,28.3,28.2,96.1,82.2,97.1,62.2,29.9,72.4,76.1,75.0,60.0,0,0,0,0,0,1
Peru,2018,68.7,56.9,36.6,33.5,80.6,85.6,94.7,69.2,62.4,83.1,87.1,75.0,60.0,0,0,0,0,0,1
Saint Lucia,2018,67.6,67.9,50.9,69.2,75.5,72.4,67.7,76.6,69.5,81.7,74.3,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2018,67.7,36.7,51.5,69.2,72.7,72.7,83.4,80.0,75.0,85.4,75.7,70.0,40.0,0,0,0,1,0,0
Suriname,2018,48.1,39.7,39.9,21.4,71.4,76.4,11.7,48.3,73.5,50.5,74.8,40.0,30.0,0,0,0,0,0,1
Bahamas,2018,63.3,46.5,50.9,53.5,96.5,82.9,59.0,68.3,64.6,79.2,52.7,45.0,60.0,0,0,0,1,0,0
Trinidad and Tobago,2018,57.7,54.9,33.1,49.8,83.5,54.4,12.6,68.3,74.5,77.4,73.5,60.0,50.0,0,0,0,1,0,0
United States,2018,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,0,0,0,1,0,0
Uruguay,2018,69.2,69.3,71.6,67.0,78.0,68.6,71.1,74.4,64.4,70.7,80.4,85.0,30.0,0,0,0,0,0,1
Venezuela,2018,25.2,5.2,7.5,13.8,72.5,57.3,18.4,35.4,24.2,0.0,58.7,0.0,10.0,0,0,0,0,0,1
Argentina,2017,50.4,32.4,38.2,39.6,62.6,54.6,56.4,57.3,46.1,50.9,66.7,50.0,50.0,0,0,0,0,0,1
Barbados,2017,54.5,55.5,34.3,33.0,74.0,39.0,0.0,69.6,67.7,83.7,62.2,75.0,60.0,0,0,0,1,0,0
Belize,2017,58.6,43.5,35.0,48.7,81.3,68.6,60.5,62.7,53.6,79.6,70.1,50.0,50.0,0,0,0,1,0,0
Bolivia,2017,47.7,25.7,32.6,15.4,86.1,49.1,81.4,58.9,35.8,66.4,76.0,5.0,40.0,0,0,0,0,0,1
Brazil,2017,52.9,55.0,33.4,49.7,70.1,53.1,22.8,61.3,52.3,67.0,69.4,50.0,50.0,0,0,0,0,0,1
Canada,2017,78.5,88.3,81.6,80.8,77.4,52.3,80.3,81.9,73.1,77.8,88.4,80.0,80.0,0,0,0,1,0,0
Chile,2017,76.5,68.2,70.5,63.7,77.6,82.2,96.1,72.3,64.3,82.2,86.4,85.0,70.0,0,0,0,0,0,1
Colombia,2017,69.7,63.8,39.6,25.2,80.1,74.2,89.8,77.1,77.9,77.0,81.6,80.0,70.0,0,0,0,0,0,1
Costa Rica,2017,65.0,51.6,55.4,55.6,79.4,88.5,42.4,68.1,53.9,80.8,84.7,70.0,50.0,0,0,0,1,0,0
Cuba,2017,33.9,32.4,41.8,10.0,51.3,0.0,81.2,20.0,20.0,66.0,64.5,10.0,10.0,0,0,0,1,0,0
Dominica,2017,63.7,43.8,40.9,67.7,73.2,67.5,72.6,72.1,59.0,89.5,72.6,75.0,30.0,0,0,0,1,0,0
Dominican Republic,2017,62.9,56.1,30.9,25.3,84.6,90.2,90.1,52.8,56.2,76.7,77.0,75.0,40.0,0,0,0,1,0,0
Ecuador,2017,49.3,38.7,33.9,22.3,79.1,46.1,56.4,55.4,47.3,67.7,69.7,35.0,40.0,0,0,0,0,0,1
El Salvador,2017,64.1,45.3,31.7,35.4,79.0,85.9,74.7,57.3,54.5,79.2,86.5,80.0,60.0,0,0,0,1,0,0
Guatemala,2017,63.0,45.0,27.5,27.8,79.2,94.8,93.5,58.7,48.2,79.4,87.0,65.0,50.0,0,0,0,1,0,0
Guyana,2017,58.5,37.7,33.9,34.1,68.0,72.8,80.9,63.2,70.9,79.8,70.7,60.0,30.0,0,0,0,0,0,1
Haiti,2017,49.6,12.6,19.1,25.1,80.3,81.0,51.8,49.4,62.1,73.8,70.6,40.0,30.0,0,0,0,1,0,0
Honduras,2017,58.8,45.0,32.2,38.2,83.3,74.7,64.1,56.9,31.2,77.3,78.4,65.0,60.0,0,0,0,1,0,0
Jamaica,2017,69.5,58.0,38.2,61.5,81.0,77.5,79.9,78.9,73.7,79.5,75.3,80.0,50.0,0,0,0,1,0,0
Mexico,2017,63.6,58.1,30.0,38.7,74.9,76.7,66.8,70.7,57.9,78.8,80.0,70.0,60.0,0,0,0,1,0,0
Nicaragua,2017,59.2,31.1,27.4,15.9,77.2,80.8,96.1,59.0,55.6,71.2,81.0,65.0,50.0,0,0,0,1,0,0
Panama,2017,66.3,61.1,40.9,21.5,85.2,83.1,84.9,74.4,43.0,78.4,77.8,75.0,70.0,0,0,0,1,0,0
Paraguay,2017,62.4,38.2,32.6,23.3,96.2,83.0,95.1,62.4,28.5,78.3,76.6,75.0,60.0,0,0,0,0,0,1
Peru,2017,68.9,58.3,38.8,28.2,80.3,85.1,98.4,69.4,62.8,83.3,87.1,75.0,60.0,0,0,0,0,0,1
Saint Lucia,2017,65.0,65.5,39.6,68.8,76.4,71.6,53.8,77.2,68.7,82.3,71.6,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2017,65.2,37.3,47.6,68.8,72.8,71.7,66.7,80.3,74.5,82.9,65.2,75.0,40.0,0,0,0,1,0,0
Suriname,2017,48.0,45.1,31.7,15.4,70.1,69.6,16.2,48.6,76.1,75.1,68.4,30.0,30.0,0,0,0,0,0,1
Bahamas,2017,61.1,45.3,38.2,48.7,97.1,83.8,42.3,68.5,71.5,77.0,50.6,50.0,60.0,0,0,0,1,0,0
Trinidad and Tobago,2017,61.2,54.7,36.8,48.7,81.4,57.7,51.8,67.7,71.4,75.9,78.6,60.0,50.0,0,0,0,1,0,0
United States,2017,75.1,81.3,78.1,75.1,65.3,55.9,53.3,84.4,91.0,80.1,87.1,80.0,70.0,0,0,0,1,0,0
Uruguay,2017,69.7,70.2,70.3,66.8,77.5,69.4,77.2,74.8,62.9,71.3,80.6,85.0,30.0,0,0,0,0,0,1
Venezuela,2017,27.0,6.8,11.6,10.3,72.5,51.5,15.2,39.7,28.5,16.8,60.7,0.0,10.0,0,0,0,0,0,1
Argentina,2016,43.8,15.0,34.0,,66.1,51.3,,56.0,43.9,44.0,67.4,30.0,30.0,0,0,0,0,0,1
Barbados,2016,68.3,80.0,74.0,,75.8,37.6,,70.2,67.3,80.8,62.2,75.0,60.0,0,0,0,1,0,0
Belize,2016,57.4,35.0,6.7,,82.1,71.9,,63.3,60.3,79.2,70.0,55.0,50.0,0,0,0,1,0,0
Bolivia,2016,47.4,10.0,35.0,,86.4,55.5,,58.8,31.7,65.0,76.6,15.0,40.0,0,0,0,0,0,1
Brazil,2016,56.5,45.0,43.0,,69.7,55.2,,61.4,52.5,64.2,69.4,55.0,50.0,0,0,0,0,0,1
Canada,2016,78.0,90.0,81.0,,80.0,50.4,,81.8,72.6,76.9,87.0,80.0,80.0,0,0,0,1,0,0
Chile,2016,77.7,85.0,73.0,,74.8,83.1,,72.1,64.3,82.9,86.4,85.0,70.0,0,0,0,0,0,1
Colombia,2016,70.8,50.0,37.0,,80.1,74.4,,78.2,77.6,79.6,81.0,80.0,70.0,0,0,0,0,0,1
Costa Rica,2016,67.4,50.0,54.0,,79.4,88.7,,68.6,53.8,77.6,81.6,70.0,50.0,0,0,0,1,0,0
Cuba,2016,29.8,10.0,46.0,,52.1,0.0,,20.0,20.0,65.2,64.6,10.0,10.0,0,0,0,1,0,0
Dominica,2016,67.0,60.0,58.0,,74.0,68.5,,73.3,68.7,90.1,72.6,75.0,30.0,0,0,0,1,0,0
Dominican Republic,2016,61.0,25.0,32.0,,84.5,90.2,,56.6,56.5,73.1,77.2,75.0,40.0,0,0,0,1,0,0
Ecuador,2016,48.6,15.0,33.0,,79.2,41.8,,55.5,51.6,68.1,71.4,30.0,40.0,0,0,0,0,0,1
El Salvador,2016,65.1,35.0,39.0,,79.1,85.3,,56.0,52.6,83.4,85.8,75.0,60.0,0,0,0,1,0,0
Guatemala,2016,61.8,20.0,32.0,,79.1,94.3,,62.5,50.9,77.9,86.4,65.0,50.0,0,0,0,1,0,0
Guyana,2016,55.4,30.0,30.0,,68.7,73.1,,63.0,70.7,77.4,70.8,40.0,30.0,0,0,0,0,0,1
Haiti,2016,51.3,10.0,19.0,,80.5,76.4,,47.1,62.0,76.0,72.0,40.0,30.0,0,0,0,1,0,0
Honduras,2016,57.7,30.0,29.0,,84.2,72.0,,58.0,31.0,74.8,78.4,60.0,60.0,0,0,0,1,0,0
Jamaica,2016,67.5,40.0,38.0,,81.7,78.0,,81.3,72.7,77.5,75.4,80.0,50.0,0,0,0,1,0,0
Mexico,2016,65.2,50.0,35.0,,74.9,76.4,,70.7,58.2,77.4,79.2,70.0,60.0,0,0,0,1,0,0
Nicaragua,2016,58.6,10.0,28.0,,78.0,82.8,,61.2,55.7,69.0,86.2,65.0,50.0,0,0,0,1,0,0
Panama,2016,64.8,30.0,37.0,,84.4,77.9,,74.4,42.9,78.6,77.8,75.0,70.0,0,0,0,1,0,0
Paraguay,2016,61.5,30.0,24.0,,96.3,83.3,,62.6,30.4,76.8,76.2,75.0,60.0,0,0,0,0,0,1
Peru,2016,67.4,40.0,38.0,,78.5,86.1,,67.8,62.9,83.7,87.0,70.0,60.0,0,0,0,0,0,1
Saint Lucia,2016,70.0,70.0,71.0,,76.9,70.6,,77.6,76.2,80.3,72.0,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2016,68.8,70.0,67.0,,73.8,69.7,,77.6,74.5,85.3,65.4,65.0,40.0,0,0,0,1,0,0
Suriname,2016,53.8,30.0,36.0,,69.4,70.3,,48.8,76.3,78.7,68.4,30.0,30.0,0,0,0,0,0,1
Bahamas,2016,70.9,70.0,71.0,,97.9,84.3,,70.7,72.8,78.5,64.0,40.0,60.0,0,0,0,1,0,0
Trinidad and Tobago,2016,62.9,50.0,38.0,,79.4,62.3,,69.5,72.8,68.5,78.6,60.0,50.0,0,0,0,1,0,0
United States,2016,75.4,80.0,74.0,,65.6,54.7,,84.7,91.4,77.0,87.0,70.0,70.0,0,0,0,1,0,0
Uruguay,2016,68.8,70.0,73.0,,77.2,67.6,,75.3,62.5,71.3,80.6,80.0,30.0,0,0,0,0,0,1
Venezuela,2016,33.7,5.0,19.0,,74.9,56.7,,45.3,29.5,33.8,63.2,0.0,10.0,0,0,0,0,0,1
Argentina,2015,44.1,15.0,34.0,,66.8,41.2,,52.8,43.3,59.6,68.8,30.0,30.0,0,0,0,0,0,1
Barbados,2015,67.9,80.0,75.0,,73.8,42.1,,71.6,69.2,78.2,63.8,65.0,60.0,0,0,0,1,0,0
Belize,2015,56.8,30.0,6.7,,82.4,78.3,,59.1,61.8,79.3,70.4,50.0,50.0,0,0,0,1,0,0
Bolivia,2015,46.8,10.0,34.0,,86.8,60.9,,53.7,25.5,69.7,77.6,10.0,40.0,0,0,0,0,0,1
Brazil,2015,56.6,50.0,42.0,,68.4,50.9,,53.6,52.1,69.4,69.6,50.0,60.0,0,0,0,0,0,1
Canada,2015,79.1,90.0,81.0,,79.9,48.3,,89.0,76.1,77.9,88.4,80.0,80.0,0,0,0,1,0,0
Chile,2015,78.5,90.0,71.0,,76.5,83.3,,69.3,67.0,85.6,82.0,90.0,70.0,0,0,0,0,0,1
Colombia,2015,71.7,50.0,36.0,,80.3,76.0,,81.5,81.7,80.1,81.2,80.0,70.0,0,0,0,0,0,1
Costa Rica,2015,67.2,50.0,53.0,,80.0,89.9,,64.5,54.6,75.8,83.8,70.0,50.0,0,0,0,1,0,0
Cuba,2015,29.6,10.0,46.0,,61.8,0.0,,20.0,20.0,64.8,63.8,0.0,10.0,0,0,0,1,0,0
Dominica,2015,66.1,60.0,58.0,,73.6,61.5,,71.6,68.7,89.5,72.8,75.0,30.0,0,0,0,1,0,0
Dominican Republic,2015,61.0,30.0,29.0,,84.1,87.1,,53.5,57.5,76.0,77.8,75.0,40.0,0,0,0,1,0,0
Ecuador,2015,49.2,15.0,35.0,,79.1,51.0,,51.4,51.3,68.2,71.4,30.0,40.0,0,0,0,0,0,1
El Salvador,2015,65.7,35.0,38.0,,79.4,85.5,,53.3,53.3,82.5,85.2,75.0,70.0,0,0,0,1,0,0
Guatemala,2015,60.4,20.0,29.0,,79.6,94.1,,54.7,50.6,76.8,84.6,65.0,50.0,0,0,0,1,0,0
Guyana,2015,55.5,25.0,27.0,,68.7,70.8,,63.8,74.5,78.4,72.0,45.0,30.0,0,0,0,0,0,1
Haiti,2015,51.3,10.0,19.0,,80.3,76.2,,43.1,63.7,73.5,77.6,40.0,30.0,0,0,0,1,0,0
Honduras,2015,57.4,30.0,26.0,,84.9,78.7,,53.2,28.0,75.4,77.6,60.0,60.0,0,0,0,1,0,0
Jamaica,2015,67.7,40.0,38.0,,81.5,73.2,,85.9,76.5,71.4,75.0,85.0,50.0,0,0,0,1,0,0
Mexico,2015,66.4,50.0,34.0,,77.8,78.0,,71.5,59.9,77.6,85.6,70.0,60.0,0,0,0,1,0,0
Nicaragua,2015,57.6,10.0,28.0,,78.4,76.6,,58.0,56.7,67.8,85.4,65.0,50.0,0,0,0,1,0,0
Panama,2015,64.1,30.0,35.0,,84.5,78.8,,71.5,41.5,76.4,78.4,75.0,70.0,0,0,0,1,0,0
Paraguay,2015,61.1,30.0,24.0,,96.0,81.9,,58.4,26.3,78.3,81.4,75.0,60.0,0,0,0,0,0,1
Peru,2015,67.7,40.0,38.0,,78.6,88.5,,67.7,63.4,83.9,87.0,70.0,60.0,0,0,0,0,0,1
Saint Lucia,2015,70.2,70.0,71.0,,77.7,65.8,,75.6,79.8,85.5,72.0,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2015,68.0,70.0,62.0,,73.3,75.3,,70.8,78.2,82.3,68.4,60.0,40.0,0,0,0,1,0,0
Suriname,2015,54.2,35.0,36.0,,69.3,73.8,,42.2,81.9,77.2,66.2,30.0,30.0,0,0,0,0,0,1
Bahamas,2015,68.7,70.0,71.0,,97.8,83.2,,68.9,75.3,78.8,52.2,30.0,60.0,0,0,0,1,0,0
Trinidad and Tobago,2015,64.1,50.0,38.0,,79.0,69.3,,65.3,76.6,74.3,78.6,60.0,50.0,0,0,0,1,0,0
United States,2015,76.2,80.0,73.0,,66.2,51.8,,88.8,98.5,76.6,87.0,70.0,70.0,0,0,0,1,0,0
Uruguay,2015,68.6,70.0,73.0,,77.1,65.1,,72.6,64.3,71.6,81.8,80.0,30.0,0,0,0,0,0,1
Venezuela,2015,34.3,5.0,20.0,,75.0,52.0,,41.6,24.2,42.8,62.8,0.0,20.0,0,0,0,0,0,1
Argentina,2014,44.6,15.0,29.5,,63.5,49.9,,53.9,44.9,60.0,68.9,30.0,30.0,0,0,0,0,0,1
Barbados,2014,68.3,80.0,77.9,,74.0,49.8,,72.8,78.4,74.6,60.6,55.0,60.0,0,0,0,1,0,0
Belize,2014,56.7,30.0,6.7,,82.1,74.2,,71.6,67.2,77.6,67.8,40.0,50.0,0,0,0,1,0,0
Bolivia,2014,48.4,10.0,28.1,,87.1,62.5,,53.4,29.9,70.0,77.6,15.0,50.0,0,0,0,0,0,1
Brazil,2014,56.9,50.0,37.9,,68.8,54.1,,53.8,49.8,69.9,69.3,55.0,60.0,0,0,0,0,0,1
Canada,2014,80.2,90.0,87.7,,79.7,47.3,,89.3,83.1,76.3,88.3,80.0,80.0,0,0,0,1,0,0
Chile,2014,78.7,90.0,72.3,,76.5,83.8,,69.3,69.3,84.1,82.0,90.0,70.0,0,0,0,0,0,1
Colombia,2014,70.7,50.0,33.2,,80.6,74.9,,85.2,80.5,78.8,78.8,75.0,70.0,0,0,0,0,0,1
Costa Rica,2014,66.9,50.0,50.9,,80.0,90.0,,64.9,53.3,76.3,83.8,70.0,50.0,0,0,0,1,0,0
Cuba,2014,28.7,10.0,41.2,,60.0,0.0,,20.0,20.0,65.8,60.0,0.0,10.0,0,0,0,1,0,0
Dominica,2014,65.2,60.0,53.5,,72.9,61.7,,75.0,70.7,85.8,72.7,70.0,30.0,0,0,0,1,0,0
Dominican Republic,2014,61.3,30.0,27.3,,83.7,92.3,,56.1,55.2,75.7,77.8,75.0,40.0,0,0,0,1,0,0
Ecuador,2014,48.0,20.0,26.0,,79.8,41.8,,52.8,52.0,66.1,71.8,30.0,40.0,0,0,0,0,0,1
El Salvador,2014,66.2,40.0,34.3,,79.6,85.8,,59.6,63.3,80.0,79.0,70.0,70.0,0,0,0,1,0,0
Guatemala,2014,61.2,25.0,28.7,,79.6,93.6,,58.4,49.3,76.7,85.4,65.0,50.0,0,0,0,1,0,0
Guyana,2014,55.7,30.0,24.4,,68.4,71.8,,64.3,72.6,78.1,72.0,45.0,30.0,0,0,0,0,0,1
Haiti,2014,48.9,10.0,16.9,,80.3,66.3,,33.3,68.5,73.6,70.4,40.0,30.0,0,0,0,1,0,0
Honduras,2014,57.1,30.0,23.7,,84.9,79.8,,55.4,26.5,75.1,75.4,60.0,60.0,0,0,0,1,0,0
Jamaica,2014,66.7,40.0,33.0,,77.2,69.4,,84.6,75.6,77.3,75.1,85.0,50.0,0,0,0,1,0,0
Mexico,2014,66.8,50.0,29.7,,80.9,78.9,,76.8,58.3,77.4,85.6,70.0,60.0,0,0,0,1,0,0
Nicaragua,2014,58.4,15.0,24.1,,78.6,80.0,,52.6,60.3,72.8,85.4,65.0,50.0,0,0,0,1,0,0
Panama,2014,63.4,30.0,34.0,,84.3,78.7,,73.0,39.4,75.1,74.2,75.0,70.0,0,0,0,1,0,0
Paraguay,2014,62.0,30.0,20.5,,96.2,89.0,,58.0,28.9,80.9,81.1,75.0,60.0,0,0,0,0,0,1
Peru,2014,67.4,40.0,34.0,,79.1,89.1,,70.6,61.4,83.3,87.0,70.0,60.0,0,0,0,0,0,1
Saint Lucia,2014,70.7,70.0,70.6,,75.7,63.6,,83.1,84.5,82.7,71.9,65.0,40.0,0,0,0,1,0,0
Saint Vincent and the Grenadines,2014,67.0,70.0,61.1,,73.7,72.4,,76.3,78.7,79.8,67.6,50.0,40.0,0,0,0,1,0,0
Suriname,2014,54.2,40.0,32.9,,69.0,78.3,,41.8,81.8,71.8,66.2,30.0,30.0,0,0,0,0,0,1
Bahamas,2014,69.8,70.0,66.6,,97.3,84.1,,70.7,81.5,75.1,52.2,30.0,70.0,0,0,0,1,0,0
Trinidad and Tobago,2014,62.7,50.0,34.0,,84.8,62.5,,59.4,76.4,71.7,78.6,60.0,50.0,0,0,0,1,0,0
United States,2014,75.5,80.0,72.0,,65.8,48.1,,89.2,97.2,75.4,86.8,70.0,70.0,0,0,0,1,0,0
Uruguay,2014,69.3,70.0,70.6,,77.4,68.0,,74.5,68.1,72.1,82.5,80.0,30.0,0,0,0,0,0,1
Venezuela,2014,36.3,5.0,16.5,,75.3,51.8,,43.4,33.7,49.7,62.7,5.0,20.0,0,0,0,0,0,1
Argentina,2013,46.7,15.0,30.0,,64.3,52.1,,60.1,47.4,60.4,67.6,40.0,30.0,0,0,0,0,0,1
Barbados,2013,69.3,80.0,78.0,,74.5,54.2,,74.8,84.4,72.1,60.5,55.0,60.0,0,0,0,1,0,0
Belize,2013,57.3,30.0,0.0,,82.2,72.6,,72.6,71.4,77.3,77.2,40.0,50.0,0,0,0,1,0,0
Bolivia,2013,47.9,10.0,28.0,,88.8,64.1,,55.8,30.8,67.4,74.3,10.0,50.0,0,0,0,0,0,1
Brazil,2013,57.7,50.0,38.0,,70.3,54.8,,53.0,57.2,74.4,69.7,50.0,60.0,0,0,0,0,0,1
Canada,2013,79.4,90.0,87.0,,79.8,44.8,,91.7,82.3,75.2,88.2,75.0,80.0,0,0,0,1,0,0
Chile,2013,79.0,90.0,72.0,,77.6,83.7,,70.5,74.2,84.6,82.0,85.0,70.0,0,0,0,0,0,1
Colombia,2013,69.6,50.0,34.0,,76.1,75.2,,90.2,79.3,78.7,72.2,70.0,70.0,0,0,0,0,0,1
Costa Rica,2013,67.0,50.0,48.0,,82.9,90.1,,58.3,60.4,75.4,85.1,70.0,50.0,0,0,0,1,0,0
Cuba,2013,28.5,10.0,42.0,,62.7,0.0,,10.0,20.0,67.4,62.7,0.0,10.0,0,0,0,1,0,0
Dominica,2013,63.9,60.0,52.0,,72.0,50.1,,77.0,68.8,85.3,74.3,70.0,30.0,0,0,0,1,0,0
